year,area,zip_code,moisture,kernel_weight,actual_wheat_ash,falling_no,protein_12,ZIP,COUNTY,FIPScounty,aggRain,meanAvgT,aggGDD,meanMaxVPD,meanMaxRH,meanMinRH
2014,Area 06A - S. Central Kansas,67563,11.25,29.65,0.042,379,14.08,67563,20047,20047,967.9091899999999,283.28138193668536,2833.027013349999,0.4387728483650743,84.0304024581006,32.59051620111729
2014,Area 06A - S. Central Kansas,67068,13.2,36.44,0.0427,379,15.359447,67068,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67068,12.15,26.63,0.0489,360,13.99385316,67068,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67035,11.35,28.68,0.0442,411,13.34145516,67035,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67109,11.25,25.75,0.042,345,14.03042254,67109,20097,20097,610.62965,283.0601017877095,1836.7386772250009,0.5493403050552963,80.45067212290509,30.97603603351953
2014,Area 06A - S. Central Kansas,67031,12.2,27.07,0.0429,369,14.03189066,67031,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67031,12.2,27.07,0.0429,369,14.03189066,67031,20173,20173,1263.2486145042699,284.2431493109872,2953.2536313370006,0.45081135124548954,81.54980850279328,36.158846638733685
2014,Area 06A - S. Central Kansas,67035,11.55,27.35,0.044000000000000004,372,15.80915772,67035,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67107,12.5,32.33,0.0466,340,13.68777143,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874
2014,Area 06A - S. Central Kansas,67107,12.5,32.33,0.0466,340,13.68777143,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576
2014,Area 06A - S. Central Kansas,67151,12.25,30.6,0.0556,368,14.22039886,67151,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229
2014,Area 06A - S. Central Kansas,67151,12.25,30.6,0.0556,368,14.22039886,67151,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874
2014,Area 06A - S. Central Kansas,67159,11.8,27.67,0.0456,344,14.11791383,67159,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67112,10.9,28.95,0.0444,359,14.2617284,67112,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67025,12.2,27.3,0.0496,368,14.2022779,67025,20173,20173,1263.2486145042699,284.2431493109872,2953.2536313370006,0.45081135124548954,81.54980850279328,36.158846638733685
2014,Area 06A - S. Central Kansas,67025,12.2,27.3,0.0496,368,14.2022779,67025,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888
2014,Area 06A - S. Central Kansas,67107,12.0,31.77,0.0458,319,14.27,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874
2014,Area 06A - S. Central Kansas,67107,12.0,31.77,0.0458,319,14.27,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576
2014,Area 06A - S. Central Kansas,67059,11.0,30.24,0.0454,358,13.97123596,67059,20097,20097,610.62965,283.0601017877095,1836.7386772250009,0.5493403050552963,80.45067212290509,30.97603603351953
2014,Area 06A - S. Central Kansas,67579,12.65,32.11,0.0488,368,14.95042931,67579,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 06A - S. Central Kansas,67107,12.45,30.96,0.0451,325,14.24283267,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874
2014,Area 06A - S. Central Kansas,67107,12.45,30.96,0.0451,325,14.24283267,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576
2014,Area 06A - S. Central Kansas,67013,13.3,28.43,0.0413,374,13.4283737,67013,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67146,12.9,29.18,0.0466,389,13.44753157,67146,20035,20035,1290.4666952017,284.79466819366854,3114.2342833602975,0.47488792271793895,81.28497237243967,35.884961843575425
2014,Area 06A - S. Central Kansas,67146,12.9,29.18,0.0466,389,13.44753157,67146,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67005,12.8,28.12,0.0458,395,13.55321101,67005,20035,20035,1290.4666952017,284.79466819366854,3114.2342833602975,0.47488792271793895,81.28497237243967,35.884961843575425
2014,Area 06A - S. Central Kansas,67022,11.9,23.64,0.0504,413,15.28263337,67022,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67119,12.15,26.95,0.0456,391,13.65327262,67119,20035,20035,1290.4666952017,284.79466819366854,3114.2342833602975,0.47488792271793895,81.28497237243967,35.884961843575425
2014,Area 06A - S. Central Kansas,67119,12.15,26.95,0.0456,391,13.65327262,67119,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67156,11.85,28.22,0.0494,410,13.90629609,67156,20035,20035,1290.4666952017,284.79466819366854,3114.2342833602975,0.47488792271793895,81.28497237243967,35.884961843575425
2014,Area 06A - S. Central Kansas,67140,13.2,27.56,0.0442,382,11.48663594,67140,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67152,11.3,25.36,0.0444,359,13.17519729,67152,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67108,13.2,32.14,0.0501,358,14.72073733,67108,20173,20173,1263.2486145042699,284.2431493109872,2953.2536313370006,0.45081135124548954,81.54980850279328,36.158846638733685
2014,Area 06A - S. Central Kansas,67056,11.0,28.11,0.0536,344,13.90202247,67056,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874
2014,Area 06A - S. Central Kansas,67110,13.3,29.77,0.0464,377,12.61637832,67110,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67110,13.3,29.77,0.0464,377,12.61637832,67110,20035,20035,1290.4666952017,284.79466819366854,3114.2342833602975,0.47488792271793895,81.28497237243967,35.884961843575425
2014,Area 06A - S. Central Kansas,67110,13.3,29.77,0.0464,377,12.61637832,67110,20173,20173,1263.2486145042699,284.2431493109872,2953.2536313370006,0.45081135124548954,81.54980850279328,36.158846638733685
2014,Area 06A - S. Central Kansas,67103,11.7,24.61,0.0476,411,14.94903737,67103,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06A - S. Central Kansas,67152,11.3,27.69,0.043,402,14.11770011,67152,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058
2014,Area 06 - Southwest Kansas,67844,10.1,26.18,0.0462,389,15.53459399,67844,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262
2014,Area 06 - Southwest Kansas,67864,11.3,24.74,0.040999999999999995,412,14.62367531,67864,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262
2014,Area 06 - Southwest Kansas,67869,11.3,31.12,0.0456,311,13.48275085,67869,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262
2014,Area 06 - Southwest Kansas,67869,10.65,25.87,0.0472,361,14.39910464,67869,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262
2014,Area 06 - Southwest Kansas,67846,11.7,28.93,0.046,319,13.19501699,67846,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67846,11.7,28.93,0.046,319,13.19501699,67846,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67950,12.0,34.0,0.0492,341,13.15,67950,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772
2014,Area 06 - Southwest Kansas,67846,10.8,22.31,0.0466,391,14.30493274,67846,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67846,10.8,22.31,0.0466,391,14.30493274,67846,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67950,11.4,31.11,0.0404,346,13.50790068,67950,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772
2014,Area 06 - Southwest Kansas,67868,11.3,27.16,0.0446,344,13.50259301,67868,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67846,10.2,30.77,0.044000000000000004,303,12.57282851,67846,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67846,10.2,30.77,0.044000000000000004,303,12.57282851,67846,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67953,10.55,30.7,0.0467,381,13.96981554,67953,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772
2014,Area 06 - Southwest Kansas,67878,10.35,28.7,0.0444,400,13.80122699,67878,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235
2014,Area 06 - Southwest Kansas,67836,10.2,31.95,0.0392,360,13.02360802,67836,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235
2014,Area 06 - Southwest Kansas,67954,10.2,31.18,0.0456,340,12.91581292,67954,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772
2014,Area 06 - Southwest Kansas,67853,10.3,28.81,0.0459,381,13.19509476,67853,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67853,10.3,28.81,0.0459,381,13.19509476,67853,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67835,10.45,26.62,0.046,351,14.05248465,67835,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67835,10.45,26.62,0.046,351,14.05248465,67835,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 06 - Southwest Kansas,67837,10.65,26.29,0.0458,373,15.40369334,67837,20069,20069,733.5372400072999,283.45677806331474,2849.201232576002,0.5096077546776371,82.9446756163873,28.118491383612707
2014,Area 06 - Southwest Kansas,67878,10.7,28.56,0.0429,330,13.43157895,67878,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235
2014,Area 06 - Southwest Kansas,67838,10.65,28.24,0.043,324,13.57179631,67838,20093,20093,545.5676263804997,283.36295802607066,2817.8870253990003,0.5798430718546191,80.97424891806334,26.25965706517695
2014,Area 06 - Southwest Kansas,67838,10.65,28.24,0.043,324,13.57179631,67838,20055,20055,255.09076000000005,282.36550558659235,908.7945208799998,0.5722894129491396,80.66996458100557,28.424027039106146
2014,Area 07 - Southeast Kansas,67337,14.4,27.98,0.043,382,10.60934579,67337,20125,20125,1793.7274209550008,284.5259123463687,4070.5237401570007,0.3453422776648364,84.67345268156431,40.7737412346369
2014,Area 07 - Southeast Kansas,67301,13.3,28.91,0.0474,383,12.05813149,67301,20125,20125,1793.7274209550008,284.5259123463687,4070.5237401570007,0.3453422776648364,84.67345268156431,40.7737412346369
2014,Area 07 - Southeast Kansas,66720,13.0,32.54,0.046,405,12.54252874,66720,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076
2014,Area 07 - Southeast Kansas,66720,13.0,32.54,0.046,405,12.54252874,66720,20133,20133,1917.0131486861974,284.07997561452515,3911.1647312029995,0.31963646557848174,85.31264736871512,42.49382173184354
2014,Area 07 - Southeast Kansas,66773,12.9,32.89,0.0446,362,10.40642939,66773,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544
2014,Area 07 - Southeast Kansas,67356,13.85,32.69,0.043,471,13.55496228,67356,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544
2014,Area 07 - Southeast Kansas,66725,12.8,30.4,0.0439,378,11.99908257,66725,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544
2014,Area 07 - Southeast Kansas,66743,12.4,30.42,0.0446,379,11.77351598,66743,20037,20037,1080.5546399999998,283.5535419553071,1892.347288613999,0.38768544355028134,81.75101374301681,40.64082407821228
2014,Area 07 - Southeast Kansas,66713,12.1,31.51,0.0452,355,11.87349261,66713,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544
2014,Area 07 - Southeast Kansas,66857,13.0,32.14,0.0442,359,12.84597701,66857,20031,20031,1738.1054745727,283.36084497206696,3716.5362264799974,0.3431795252210979,84.30070957262578,40.98893456843574
2014,Area 07 - Southeast Kansas,66761,12.4,35.0,0.0452,351,13.46118721,66761,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076
2014,Area 07 - Southeast Kansas,66761,12.4,35.0,0.0452,351,13.46118721,66761,20207,20207,415.6002399999999,282.5594548044693,947.82238526,0.5014634481351512,79.12982709497207,37.978385251396645
2014,Area 07 - Southeast Kansas,66783,12.9,32.58,0.0485,357,11.29552239,66783,20207,20207,415.6002399999999,282.5594548044693,947.82238526,0.5014634481351512,79.12982709497207,37.978385251396645
2014,Area 07 - Southeast Kansas,66852,13.05,30.33,0.0461,370,12.00322024,66852,20031,20031,1738.1054745727,283.36084497206696,3716.5362264799974,0.3431795252210979,84.30070957262578,40.98893456843574
2014,Area 07 - Southeast Kansas,66852,13.05,30.33,0.0461,370,12.00322024,66852,20207,20207,415.6002399999999,282.5594548044693,947.82238526,0.5014634481351512,79.12982709497207,37.978385251396645
2014,Area 07 - Southeast Kansas,66839,12.15,30.06,0.0554,289,11.82014798,66839,20031,20031,1738.1054745727,283.36084497206696,3716.5362264799974,0.3431795252210979,84.30070957262578,40.98893456843574
2014,Area 07 - Southeast Kansas,67137,13.15,30.79,0.0434,382,11.79412781,67137,20073,20073,1334.6847699999996,283.33742837988797,2825.057252219999,0.37231254131617647,83.79686945996275,39.387812141527036
2014,Area 07 - Southeast Kansas,66748,11.9,30.05,0.0524,425,12.90533485,66748,20133,20133,1917.0131486861974,284.07997561452515,3911.1647312029995,0.31963646557848174,85.31264736871512,42.49382173184354
2014,Area 07 - Southeast Kansas,66748,11.9,30.05,0.0524,425,12.90533485,66748,20207,20207,415.6002399999999,282.5594548044693,947.82238526,0.5014634481351512,79.12982709497207,37.978385251396645
2014,Area 07 - Southeast Kansas,66748,11.9,30.05,0.0524,425,12.90533485,66748,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076
2014,Area 08A - Central Kansas,67457,11.2,30.8,0.0503,326,14.16126126,67457,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 08A - Central Kansas,67554,11.7,30.87,0.043,365,13.44416761,67554,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 08A - Central Kansas,67460,12.3,30.77,0.048,335,13.87730901,67460,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576
2014,Area 08A - Central Kansas,67524,11.4,32.97,0.0429,389,14.48126411,67524,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 08A - Central Kansas,67525,12.85,25.3,0.0411,325,14.7827883,67525,20009,20009,953.9697789167998,283.9232683426441,2929.466764192,0.46059744417437665,83.13940876350098,32.26664180167601
2014,Area 08A - Central Kansas,67444,11.5,29.83,0.0424,334,13.78169492,67444,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 08A - Central Kansas,67544,13.0,29.83,0.034,339,14.54528736,67544,20009,20009,953.9697789167998,283.9232683426441,2929.466764192,0.46059744417437665,83.13940876350098,32.26664180167601
2014,Area 08A - Central Kansas,67544,12.6,30.42,0.0421,344,14.39816934,67544,20009,20009,953.9697789167998,283.9232683426441,2929.466764192,0.46059744417437665,83.13940876350098,32.26664180167601
2014,Area 08A - Central Kansas,67530,11.55,29.07,0.0406,347,14.45607688,67530,20009,20009,953.9697789167998,283.9232683426441,2929.466764192,0.46059744417437665,83.13940876350098,32.26664180167601
2014,Area 08A - Central Kansas,67526,12.4,29.69,0.0456,370,14.51598174,67526,20009,20009,953.9697789167998,283.9232683426441,2929.466764192,0.46059744417437665,83.13940876350098,32.26664180167601
2014,Area 08A - Central Kansas,67526,12.4,29.69,0.0456,370,14.51598174,67526,20159,20159,1144.0456502639,283.67677756052154,2844.4567248610006,0.40566480300181984,83.91112756610805,34.7294474227188
2014,Area 08A - Central Kansas,66861,12.1,30.78,0.0506,402,13.85574516,66861,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229
2014,Area 08A - Central Kansas,67063,12.7,29.2,0.0489,323,12.70103093,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229
2014,Area 08A - Central Kansas,67443,13.7,30.2,0.0417,364,13.86790267,67443,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576
2014,Area 08A - Central Kansas,67063,12.55,29.45,0.0482,342,14.50062893,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229
2014,Area 08A - Central Kansas,67449,13.3,29.8,0.0486,361,13.37762399,67449,20127,20127,1673.8465226465007,282.8950348463686,3562.4546023050007,0.36027035429303345,84.09003664245807,39.96659942248603
2014,Area 08A - Central Kansas,67451,13.1,31.5,0.0472,354,13.13417722,67451,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229
2014,Area 08A - Central Kansas,67431,11.95,32.15,0.0446,353,13.74219194,67431,20061,20061,1695.4519906096007,283.1874771089383,3691.7806113383967,0.3825571035941481,83.43474365363133,39.196076273743
2014,Area 08A - Central Kansas,66441,11.95,31.96,0.0463,352,12.35298126,66441,20061,20061,1695.4519906096007,283.1874771089383,3691.7806113383967,0.3825571035941481,83.43474365363133,39.196076273743
