year,area,zip_code,moisture,kernel_weight,actual_wheat_ash,falling_no,protein_12,ZIP,COUNTY,FIPScounty,aggRain,meanAvgT,aggGDD,meanMaxVPD,meanMaxRH,meanMinRH,meanSRWM2
2015.0,Area 03 - Northwest Oklahoma,74601,12.85,25.32,0.0536,396.0,12.8238669,74601,40071,40071,1629.1176517875003,285.30676522346397,4387.419497107997,0.4366883493347721,83.1932932206704,37.50030118575422,200.7724262555867
2015.0,Area 03 - Northwest Oklahoma,74601,12.85,25.32,0.0536,396.0,12.8238669,74601,40103,40103,1620.0031542570002,285.56630175977654,4471.461730386003,0.4287831836042433,83.77733172206695,37.458549395251396,200.35876841899434
2015.0,Area 03 - Northwest Oklahoma,74653,11.3,18.78,0.0501,412.0,12.80811725,74653,40071,40071,1629.1176517875003,285.30676522346397,4387.419497107997,0.4366883493347721,83.1932932206704,37.50030118575422,200.7724262555867
2015.0,Area 03 - Northwest Oklahoma,74646,12.25,24.17,0.048,628.0,13.70894587,74646,40071,40071,1629.1176517875003,285.30676522346397,4387.419497107997,0.4366883493347721,83.1932932206704,37.50030118575422,200.7724262555867
2015.0,Area 03 - Northwest Oklahoma,74643,10.7,22.88,0.0496,432.0,13.19507279,74643,40071,40071,1629.1176517875003,285.30676522346397,4387.419497107997,0.4366883493347721,83.1932932206704,37.50030118575422,200.7724262555867
2015.0,Area 03 - Northwest Oklahoma,74631,9.95,25.28,0.0507,396.0,12.3815658,74631,40071,40071,1629.1176517875003,285.30676522346397,4387.419497107997,0.4366883493347721,83.1932932206704,37.50030118575422,200.7724262555867
2015.0,Area 04 - Texas Panhandle,79097,11.7,24.02,0.0486,366.0,12.21834655,79097,48065,48065,893.6866380089003,285.29279854748586,3229.8878746849987,0.605996369961847,80.19843677839847,26.9559882867784,220.8299803147112
2015.0,Area 04 - Texas Panhandle,79068,12.0,22.15,0.0548,348.0,15.07,79068,48065,48065,893.6866380089003,285.29279854748586,3229.8878746849987,0.605996369961847,80.19843677839847,26.9559882867784,220.8299803147112
2015.0,Area 04 - Texas Panhandle,73960,11.5,29.29,0.0509,380.0,12.20067797,73960,48421,48421,830.8126004634695,284.30663906424576,4060.289666268999,0.6526106054830627,78.71882127234642,25.512425861731842,222.42636873324003
2015.0,Area 04 - Texas Panhandle,79068,11.3,33.37,0.0464,407.0,14.35580609,79068,48065,48065,893.6866380089003,285.29279854748586,3229.8878746849987,0.605996369961847,80.19843677839847,26.9559882867784,220.8299803147112
2015.0,Area 04 - Texas Panhandle,79027,10.55,29.76,0.0533,418.0,13.16310788,79027,48069,48069,705.1868799999997,284.5160969832402,3189.1246371590005,0.7200191275231359,76.79783618249529,24.338191731843587,228.16809502793282
2015.0,Area 04 - Texas Panhandle,79045,11.45,32.21,0.049,396.0,13.0484472,79045,48117,48117,878.0614500866,284.6375750139665,4180.792233266997,0.7209643417923726,76.58423277793298,24.745371576815632,226.44232456703904
2015.0,Area 04 - Texas Panhandle,79045,11.45,32.21,0.049,396.0,13.0484472,79045,48069,48069,705.1868799999997,284.5160969832402,3189.1246371590005,0.7200191275231359,76.79783618249529,24.338191731843587,228.16809502793282
2015.0,Area 04 - Texas Panhandle,79042,10.7,30.84,0.051,345.0,15.17581187,79042,48437,48437,769.1620400000003,284.7786930353815,3227.3303258389983,0.7186505240748601,76.49280906890134,24.812643407821223,226.86420864059582
2015.0,Area 04 - Texas Panhandle,79009,12.3,37.45,0.0494,393.0,14.77035348,79009,48369,48369,816.6866092772199,284.80919581005577,4276.910464557505,0.7526970149088041,75.85196377374307,23.948084287011152,230.5009972779328
2015.0,Area 04 - Texas Panhandle,79035,11.8,35.2,0.0546,359.0,15.06575964,79035,48369,48369,816.6866092772199,284.80919581005577,4276.910464557505,0.7526970149088041,75.85196377374307,23.948084287011152,230.5009972779328
2015.0,Area 04 - Texas Panhandle,79039,11.6,25.05,0.0544,414.0,13.05067873,79039,48065,48065,893.6866380089003,285.29279854748586,3229.8878746849987,0.605996369961847,80.19843677839847,26.9559882867784,220.8299803147112
2015.0,Area 04 - Texas Panhandle,79086,10.9,24.91,0.0511,409.0,12.61234568,79086,48341,48341,787.6396406633993,284.4310561312852,4081.1350350200005,0.6685611689943803,78.41844189106145,25.825292610335197,223.52214775837962
2015.0,Area 04 - Texas Panhandle,79029,10.3,27.33,0.05,398.0,12.01783724,79029,48341,48341,787.6396406633993,284.4310561312852,4081.1350350200005,0.6685611689943803,78.41844189106145,25.825292610335197,223.52214775837962
2015.0,Area 04 - Texas Panhandle,79086,10.9,26.79,0.0511,432.0,11.85185185,79086,48341,48341,787.6396406633993,284.4310561312852,4081.1350350200005,0.6685611689943803,78.41844189106145,25.825292610335197,223.52214775837962
2015.0,Area 04 - Texas Panhandle,79033,13.4,22.18,0.0512,335.0,11.86882217,79033,48357,48357,978.0311414095997,284.80027624301664,4238.6901014840005,0.6263984936386823,80.17564060614525,27.045539152234635,219.0364594902237
2015.0,Area 04 - Texas Panhandle,79093,11.55,26.65,0.0516,347.0,11.75986433,79093,48357,48357,978.0311414095997,284.80027624301664,4238.6901014840005,0.6263984936386823,80.17564060614525,27.045539152234635,219.0364594902237
2015.0,Area 06A - S. Central Kansas,67563,11.35,30.96,0.04,395.0,12.26937394,67563,20047,20047,967.9091899999999,283.28138193668536,2833.027013349999,0.4387728483650743,84.0304024581006,32.59051620111729,205.6189381564246
2015.0,Area 06A - S. Central Kansas,67112,12.2,29.57,0.0401,385.0,11.50615034,67112,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888,203.20893133240205
2015.0,Area 06A - S. Central Kansas,67068,11.1,25.95,0.0466,364.0,12.36355456,67068,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888,203.20893133240205
2015.0,Area 06A - S. Central Kansas,67557,11.0,31.09,0.0434,429.0,12.17168539,67557,20151,20151,715.8705103993398,284.2117598044694,1991.9877947313994,0.2952848985487902,88.30766995810059,35.6615857234637,204.72290006424583
2015.0,Area 06A - S. Central Kansas,67065,10.95,26.93,0.046,384.0,11.562043800000001,67065,20151,20151,715.8705103993398,284.2117598044694,1991.9877947313994,0.2952848985487902,88.30766995810059,35.6615857234637,204.72290006424583
2015.0,Area 06A - S. Central Kansas,67159,10.5,28.49,0.0467,454.0,11.56290503,67159,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888,203.20893133240205
2015.0,Area 06A - S. Central Kansas,67107,11.4,28.13,0.0357,371.0,10.79638826,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874,197.34585987430165
2015.0,Area 06A - S. Central Kansas,67107,11.4,28.13,0.0357,371.0,10.79638826,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 06A - S. Central Kansas,67056,10.3,28.99,0.0508,399.0,11.605797099999998,67056,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874,197.34585987430165
2015.0,Area 06A - S. Central Kansas,67107,12.0,27.54,0.0424,388.0,11.82,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874,197.34585987430165
2015.0,Area 06A - S. Central Kansas,67107,12.0,27.54,0.0424,388.0,11.82,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 06A - S. Central Kansas,67151,10.3,27.36,0.0414,447.0,10.7522854,67151,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 06A - S. Central Kansas,67151,10.3,27.36,0.0414,447.0,10.7522854,67151,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874,197.34585987430165
2015.0,Area 06A - S. Central Kansas,67124,11.4,31.63,0.0346,395.0,11.72009029,67124,20151,20151,715.8705103993398,284.2117598044694,1991.9877947313994,0.2952848985487902,88.30766995810059,35.6615857234637,204.72290006424583
2015.0,Area 06A - S. Central Kansas,67059,12.3,33.11,0.0411,379.0,11.23831243,67059,20151,20151,715.8705103993398,284.2117598044694,1991.9877947313994,0.2952848985487902,88.30766995810059,35.6615857234637,204.72290006424583
2015.0,Area 06A - S. Central Kansas,67035,11.15,31.16,0.0456,404.0,11.75644344,67035,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888,203.20893133240205
2015.0,Area 06A - S. Central Kansas,67035,11.15,31.16,0.0456,404.0,11.75644344,67035,20151,20151,715.8705103993398,284.2117598044694,1991.9877947313994,0.2952848985487902,88.30766995810059,35.6615857234637,204.72290006424583
2015.0,Area 06A - S. Central Kansas,67547,11.9,30.81,0.0476,375.0,12.67559591,67547,20047,20047,967.9091899999999,283.28138193668536,2833.027013349999,0.4387728483650743,84.0304024581006,32.59051620111729,205.6189381564246
2015.0,Area 06A - S. Central Kansas,67152,10.5,24.45,0.052000000000000005,435.0,11.97586592,67152,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67110,10.8,22.93,0.0524,445.0,12.58834081,67110,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67146,10.65,22.24,0.0526,413.0,12.39977616,67146,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67013,11.6,25.16,0.0513,401.0,12.64253394,67013,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67025,11.55,25.08,0.0516,415.0,11.87925382,67025,20095,20095,1526.8336724625003,284.1440985335199,3991.5181879900033,0.41622196311713133,84.14991410195536,34.56921458379888,203.20893133240205
2015.0,Area 06A - S. Central Kansas,67119,9.9,23.35,0.0504,429.0,12.05238624,67119,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67107,10.7,27.75,0.0496,408.0,12.45599104,67107,20079,20079,1744.9379883669692,283.8277130586591,3861.0993369010007,0.3804318735565262,84.12692177374304,37.312023258379874,197.34585987430165
2015.0,Area 06A - S. Central Kansas,67107,10.7,27.75,0.0496,408.0,12.45599104,67107,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 06A - S. Central Kansas,67031,10.85,24.13,0.0507,435.0,12.58553001,67031,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67022,11.05,22.75,0.0566,402.0,12.80179876,67022,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67140,11.5,24.57,0.05,403.0,11.03728814,67140,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67152,10.4,21.5,0.0524,380.0,11.83482143,67152,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67152,10.8,21.57,0.0506,435.0,11.57219731,67152,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06A - S. Central Kansas,67103,11.3,21.78,0.0544,420.0,12.63945885,67103,20191,20191,1286.5018816589,284.6363568342644,3173.174622923001,0.4137006989795083,83.72265588081933,38.03249287337058,201.18016128677826
2015.0,Area 06 - Southwest Kansas,67869,11.0,30.41,0.0466,392.0,13.20988764,67869,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262,212.84067780260716
2015.0,Area 06 - Southwest Kansas,67864,10.0,28.95,0.0504,376.0,12.66222222,67864,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262,212.84067780260716
2015.0,Area 06 - Southwest Kansas,67844,9.95,26.34,0.0501,373.0,13.58356469,67844,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262,212.84067780260716
2015.0,Area 06 - Southwest Kansas,67869,10.5,31.58,0.0509,364.0,12.53631285,67869,20119,20119,839.8390700000001,283.4773054562385,2898.030304064,0.5151534291163443,82.83598219739298,29.39371955307262,212.84067780260716
2015.0,Area 06 - Southwest Kansas,67855,9.25,31.0,0.0454,407.0,13.03272727,67855,20187,20187,551.3120549691001,283.8872264804469,2942.083280876001,0.5418069300024756,82.60685607076358,26.462574179702052,216.21006508938555
2015.0,Area 06 - Southwest Kansas,67855,9.2,32.18,0.0466,414.0,13.5876652,67855,20187,20187,551.3120549691001,283.8872264804469,2942.083280876001,0.5418069300024756,82.60685607076358,26.462574179702052,216.21006508938555
2015.0,Area 06 - Southwest Kansas,67880,10.9,19.1,0.049,368.0,13.57037037,67880,20067,20067,832.1772929955002,283.42505245810077,3846.9782405462993,0.4991126348119468,83.80873942039106,27.287932356145234,214.7195398310057
2015.0,Area 06 - Southwest Kansas,67862,10.4,30.6,0.0496,370.0,14.24107143,67862,20187,20187,551.3120549691001,283.8872264804469,2942.083280876001,0.5418069300024756,82.60685607076358,26.462574179702052,216.21006508938555
2015.0,Area 06 - Southwest Kansas,67836,10.8,26.36,0.0445,398.0,12.36143498,67836,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235,214.07335255121043
2015.0,Area 06 - Southwest Kansas,67953,11.2,29.24,0.0496,402.0,13.37837838,67953,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772,218.3833571885477
2015.0,Area 06 - Southwest Kansas,67878,9.7,24.05,0.0527,470.0,13.90653378,67878,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235,214.07335255121043
2015.0,Area 06 - Southwest Kansas,67878,11.4,24.33,0.047,416.0,13.31918736,67878,20075,20075,479.19422,282.8003015828677,2743.2520467729987,0.5902959664182497,80.96916912476722,26.44790690875235,214.07335255121043
2015.0,Area 06 - Southwest Kansas,67950,11.1,32.28,0.0433,409.0,12.01709786,67950,20129,20129,813.7580746108,283.81158301675964,3911.778049544998,0.6304256673621131,79.24393434916207,25.789716018854772,218.3833571885477
2015.0,Area 07 - Southeast Kansas,66857,10.8,27.31,0.048,384.0,11.38475336,66857,20031,20031,1738.1054745727,283.36084497206696,3716.5362264799974,0.3431795252210979,84.30070957262578,40.98893456843574,189.353648689944
2015.0,Area 07 - Southeast Kansas,66748,11.6,31.41,0.0446,369.0,10.74117647,66748,20133,20133,1917.0131486861974,284.07997561452515,3911.1647312029995,0.31963646557848174,85.31264736871512,42.49382173184354,190.38528317597786
2015.0,Area 07 - Southeast Kansas,66748,11.6,31.41,0.0446,369.0,10.74117647,66748,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076,186.75716581005608
2015.0,Area 07 - Southeast Kansas,66761,11.8,32.38,0.0406,385.0,10.27664399,66761,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076,186.75716581005608
2015.0,Area 07 - Southeast Kansas,66720,11.3,36.24,0.0439,430.0,10.07981962,66720,20001,20001,1507.2696000000005,283.3757247113594,2818.8500346824994,0.3385853541549719,83.86318141526998,41.985732811918076,186.75716581005608
2015.0,Area 07 - Southeast Kansas,66720,11.3,36.24,0.0439,430.0,10.07981962,66720,20133,20133,1917.0131486861974,284.07997561452515,3911.1647312029995,0.31963646557848174,85.31264736871512,42.49382173184354,190.38528317597786
2015.0,Area 07 - Southeast Kansas,67356,11.4,32.32,0.0424,277.0,11.09435666,67356,20099,20099,1240.7519799999998,284.3498561173183,1954.365932852,0.2597879522785475,87.12196237430163,44.39317480446929,186.8383602513965
2015.0,Area 07 - Southeast Kansas,67356,11.4,32.32,0.0424,277.0,11.09435666,67356,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544,188.70786108519562
2015.0,Area 07 - Southeast Kansas,67354,10.45,36.27,0.049,382.0,10.7506421,67354,20099,20099,1240.7519799999998,284.3498561173183,1954.365932852,0.2597879522785475,87.12196237430163,44.39317480446929,186.8383602513965
2015.0,Area 07 - Southeast Kansas,66852,12.25,37.09,0.046,378.0,11.29207977,66852,20031,20031,1738.1054745727,283.36084497206696,3716.5362264799974,0.3431795252210979,84.30070957262578,40.98893456843574,189.353648689944
2015.0,Area 07 - Southeast Kansas,67337,10.8,31.76,0.037000000000000005,435.0,11.33542601,67337,20125,20125,1793.7274209550008,284.5259123463687,4070.5237401570007,0.3453422776648364,84.67345268156431,40.7737412346369,192.97452608240215
2015.0,Area 07 - Southeast Kansas,67337,10.8,31.76,0.037000000000000005,435.0,11.33542601,67337,20099,20099,1240.7519799999998,284.3498561173183,1954.365932852,0.2597879522785475,87.12196237430163,44.39317480446929,186.8383602513965
2015.0,Area 07 - Southeast Kansas,66713,11.7,33.12,0.0343,310.0,10.29490374,66713,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544,188.70786108519562
2015.0,Area 07 - Southeast Kansas,67301,11.95,33.81,0.046,405.0,9.554571266,67301,20125,20125,1793.7274209550008,284.5259123463687,4070.5237401570007,0.3453422776648364,84.67345268156431,40.7737412346369,192.97452608240215
2015.0,Area 07 - Southeast Kansas,66860,12.05,27.75,0.0473,417.0,10.84616259,66860,20111,20111,1715.7383463917004,283.22304513966446,3658.2479505200013,0.3489717337309643,84.31427581564239,40.4673839930168,191.15537103491633
2015.0,Area 07 - Southeast Kansas,66860,12.05,27.75,0.0473,417.0,10.84616259,66860,20073,20073,1334.6847699999996,283.33742837988797,2825.057252219999,0.37231254131617647,83.79686945996275,39.387812141527036,191.61328772811916
2015.0,Area 07 - Southeast Kansas,67137,11.6,28.57,0.049,369.0,11.00995475,67137,20073,20073,1334.6847699999996,283.33742837988797,2825.057252219999,0.37231254131617647,83.79686945996275,39.387812141527036,191.61328772811916
2015.0,Area 07 - Southeast Kansas,66725,12.9,29.86,0.047,379.0,10.12353617,66725,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544,188.70786108519562
2015.0,Area 07 - Southeast Kansas,67330,12.25,28.0,0.0476,402.0,10.60011396,67330,20099,20099,1240.7519799999998,284.3498561173183,1954.365932852,0.2597879522785475,87.12196237430163,44.39317480446929,186.8383602513965
2015.0,Area 07 - Southeast Kansas,66773,11.7,28.0,0.048,384.0,10.48425821,66773,20021,20021,2106.5519421536283,284.50022129888276,3998.1358004770004,0.345112817339655,84.06588919832393,43.188639132681544,188.70786108519562
2015.0,Area 08A - Central Kansas,67053,11.15,24.91,0.0484,418.0,11.95453011,67053,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67464,11.9,28.04,0.0478,370.0,12.1861521,67464,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67063,11.0,26.79,0.0446,418.0,11.99370787,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67456,11.6,28.23,0.0467,406.0,12.33393665,67456,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67063,11.45,26.29,0.0514,437.0,11.23975155,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,66861,10.85,28.74,0.0504,430.0,11.055524400000001,66861,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67460,10.75,27.44,0.0399,441.0,11.85165266,67460,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67448,10.8,28.85,0.0439,371.0,11.63139013,67448,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67448,10.8,28.85,0.0439,371.0,11.63139013,67448,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67480,11.0,23.63,0.0523,430.0,12.50786517,67480,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67443,12.25,26.05,0.0487,418.0,11.70324786,67443,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67063,11.5,26.35,0.0457,382.0,12.08135593,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67063,10.6,28.06,0.0516,405.0,11.0836689,67063,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67451,12.75,29.81,0.05,369.0,11.91151862,67451,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67451,12.75,29.81,0.05,369.0,11.91151862,67451,20115,20115,1621.524083391299,283.4495815502794,3739.789034889002,0.38360857413118427,83.73071249581004,38.2093416571229,196.04983001536291
2015.0,Area 08A - Central Kansas,67449,11.45,31.21,0.044000000000000004,362.0,11.52795031,67449,20127,20127,1673.8465226465007,282.8950348463686,3562.4546023050007,0.36027035429303345,84.09003664245807,39.96659942248603,192.7497684636871
2015.0,Area 08A - Central Kansas,67449,11.45,31.21,0.044000000000000004,362.0,11.52795031,67449,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67448,11.8,29.27,0.0446,393.0,12.43174603,67448,20113,20113,1636.196886162751,283.5517720251398,3791.6871650770004,0.3540585142566856,85.26337140782117,37.204835807262576,197.1980170418993
2015.0,Area 08A - Central Kansas,67448,11.8,29.27,0.0446,393.0,12.43174603,67448,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67410,10.35,28.39,0.0514,403.0,12.16196319,67410,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
2015.0,Area 08A - Central Kansas,67431,9.75,28.2,0.0466,410.0,12.35412742,67431,20061,20061,1695.4519906096007,283.1874771089383,3691.7806113383967,0.3825571035941481,83.43474365363133,39.196076273743,191.66100118016763
2015.0,Area 08A - Central Kansas,67431,9.75,28.2,0.0466,410.0,12.35412742,67431,20041,20041,459.30809000000016,282.974063575419,931.5816650899999,0.22141461768821225,89.11240972067034,41.785827988826824,194.72423486033523
